Selectable Destination,Country,Notes,Standard or Customer Specific,Lab,Concat,Airport Code 1,Airport Code 2,Airport Code 3,Min,Per Lb,Weight Break,Cost per km Over 80km,Special Notes
France - Orleans,France,Door to Door,Standard,SCIL,France - OrleansSCIL,CDG,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
France - Orleans,France,Door to Door,Standard,SCPA,France - OrleansSCPA,CDG,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
France - Orleans,France,Door to Door,Standard,SCTX,France - OrleansSCTX,CDG,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
France - Paris,France,Door to Door,Standard,SCAZ,France - ParisSCAZ,CDG,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
France - Paris,France,Door to Door,Standard,SCCA,France - ParisSCCA,CDG,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
France - Paris,France,Door to Door,Standard,SCCO,France - ParisSCCO,CDG,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
France - Paris,France,Door to Door,Standard,SCFL,France - ParisSCFL,CDG,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
France - Paris,France,Door to Door,Standard,SCIL,France - ParisSCIL,CDG,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
France - Paris,France,Door to Door,Standard,SCPA,France - ParisSCPA,CDG,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
France - Paris,France,Door to Door,Standard,SCTX,France - ParisSCTX,CDG,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
France - St Didier Au Mont D'or,France,Door to Door,Standard,SCAZ,France - St Didier Au Mont D'orSCAZ,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
France - St Didier Au Mont D'or,France,Door to Door,Standard,SCCA,France - St Didier Au Mont D'orSCCA,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
France - St Didier Au Mont D'or,France,Door to Door,Standard,SCCO,France - St Didier Au Mont D'orSCCO,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
France - St Didier Au Mont D'or,France,Door to Door,Standard,SCFL,France - St Didier Au Mont D'orSCFL,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
France - St Didier Au Mont D'or,France,Door to Door,Standard,SCIL,France - St Didier Au Mont D'orSCIL,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
France - St Didier Au Mont D'or,France,Door to Door,Standard,SCPA,France - St Didier Au Mont D'orSCPA,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
